age,balance,duration,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
49,8545,199,blue-collar,married,secondary,no,yes,yes,cellular,6,may,7,167,1,failure,no
55,559,271,management,married,unknown,no,no,no,cellular,28,jan,2,-1,0,unknown,no
43,2,783,blue-collar,single,primary,no,yes,no,cellular,30,jul,3,-1,0,unknown,no
43,2,472,management,married,tertiary,no,no,yes,cellular,20,aug,2,-1,0,unknown,no
25,760,223,admin.,single,tertiary,no,yes,no,cellular,27,may,3,89,2,failure,yes
30,1317,395,blue-collar,married,primary,no,yes,no,unknown,21,may,2,-1,0,unknown,no
46,182,56,blue-collar,married,secondary,no,no,no,cellular,4,feb,1,-1,0,unknown,no
50,276,641,admin.,married,primary,no,no,yes,unknown,17,jun,6,-1,0,unknown,no
35,2971,429,entrepreneur,married,secondary,no,no,no,cellular,4,may,4,164,2,failure,yes
26,1064,113,unemployed,single,secondary,no,no,no,unknown,31,may,1,-1,0,unknown,no
45,1783,11,admin.,married,unknown,no,no,no,unknown,20,jun,11,-1,0,unknown,no
37,-67,157,blue-collar,married,secondary,no,no,no,cellular,2,feb,1,-1,0,unknown,no
60,179,79,self-employed,single,tertiary,no,no,yes,cellular,29,jul,4,-1,0,unknown,no
38,1199,178,management,married,tertiary,no,no,no,cellular,4,aug,1,1,1,success,yes
47,214,168,blue-collar,married,primary,no,yes,yes,unknown,9,jun,1,-1,0,unknown,no
33,6699,425,technician,married,secondary,no,no,no,cellular,9,nov,1,462,1,failure,no
51,1760,162,unemployed,married,secondary,no,no,yes,cellular,19,nov,1,-1,0,unknown,no
35,145,799,entrepreneur,single,tertiary,no,yes,no,cellular,18,jul,2,-1,0,unknown,yes
35,978,1370,unemployed,married,secondary,no,no,no,cellular,29,dec,3,209,3,success,yes
48,1150,357,admin.,single,secondary,no,yes,no,unknown,28,may,1,-1,0,unknown,no
37,121,22,admin.,married,secondary,no,no,no,cellular,22,jul,6,-1,0,unknown,no
29,828,215,technician,single,tertiary,no,yes,no,cellular,16,apr,3,321,3,other,no
34,244,56,admin.,married,secondary,no,yes,no,cellular,31,jul,4,-1,0,unknown,no
32,228,1017,services,married,primary,no,yes,no,cellular,21,jul,6,-1,0,unknown,yes
30,424,298,management,single,tertiary,no,no,no,cellular,16,apr,4,-1,0,unknown,yes
47,447,126,management,divorced,tertiary,no,no,yes,unknown,7,may,1,-1,0,unknown,no
33,-195,9,blue-collar,married,primary,no,no,no,unknown,20,sep,1,-1,0,unknown,no
33,1410,8,management,single,tertiary,no,yes,no,cellular,5,feb,1,254,5,failure,no
63,1084,201,retired,married,primary,no,no,no,cellular,14,oct,1,183,1,success,no
51,10924,106,self-employed,divorced,primary,no,no,no,cellular,6,may,2,-1,0,unknown,no
41,832,164,management,married,tertiary,no,yes,yes,cellular,21,nov,1,176,1,failure,no
56,478,97,retired,married,tertiary,no,no,no,cellular,5,feb,1,-1,0,unknown,no
60,0,151,management,single,tertiary,no,no,yes,cellular,23,jul,1,-1,0,unknown,no
41,3950,96,self-employed,single,tertiary,no,yes,no,unknown,30,may,2,-1,0,unknown,no
37,504,555,management,single,unknown,no,yes,no,cellular,16,apr,1,-1,0,unknown,no
36,219,270,blue-collar,single,secondary,no,yes,yes,cellular,11,may,2,347,1,failure,no
57,1602,339,management,married,tertiary,no,no,no,cellular,29,jul,3,-1,0,unknown,no
55,2587,328,management,married,primary,no,no,no,cellular,4,sep,2,94,2,success,yes
44,0,159,admin.,married,secondary,no,yes,yes,unknown,16,may,1,-1,0,unknown,no
47,2303,323,self-employed,married,tertiary,no,yes,no,cellular,6,may,2,364,1,failure,no
31,1660,342,blue-collar,married,secondary,no,yes,no,cellular,20,apr,1,-1,0,unknown,no
35,32,180,management,married,tertiary,yes,yes,no,cellular,21,nov,1,-1,0,unknown,no
39,278,60,management,married,tertiary,no,no,yes,cellular,28,jul,3,-1,0,unknown,no
50,4,223,management,married,tertiary,no,no,no,cellular,17,nov,1,96,2,failure,no
29,318,1434,management,married,tertiary,no,yes,no,cellular,18,may,2,356,4,failure,no
30,209,30,services,single,secondary,no,yes,no,unknown,6,may,2,-1,0,unknown,no
46,271,134,services,married,secondary,no,yes,no,unknown,16,may,4,-1,0,unknown,no
27,3196,10,management,single,unknown,no,no,no,cellular,9,feb,2,-1,0,unknown,no
48,4099,397,admin.,divorced,secondary,no,no,no,cellular,2,apr,2,-1,0,unknown,yes
26,2572,620,student,single,secondary,no,yes,no,cellular,5,may,1,-1,0,unknown,no
36,339,6,management,single,tertiary,no,no,no,cellular,21,nov,6,-1,0,unknown,no
42,0,209,blue-collar,married,primary,no,yes,yes,cellular,7,may,2,-1,0,unknown,no
50,395,419,housemaid,married,primary,no,yes,no,unknown,15,may,2,-1,0,unknown,no
49,2039,283,blue-collar,married,secondary,no,yes,no,cellular,18,nov,2,-1,0,unknown,no
45,5450,188,management,married,tertiary,no,no,no,cellular,8,aug,2,-1,0,unknown,no
23,780,267,student,single,secondary,no,no,no,cellular,16,sep,1,-1,0,unknown,no
38,0,196,technician,single,secondary,no,yes,no,cellular,7,apr,2,-1,0,unknown,no
32,8436,245,management,single,tertiary,no,yes,no,cellular,17,apr,1,149,2,failure,no
60,11262,323,technician,single,primary,no,no,no,cellular,26,aug,1,-1,0,unknown,yes
30,946,1065,entrepreneur,married,secondary,no,yes,no,cellular,19,nov,1,183,1,other,no
58,497,138,housemaid,married,tertiary,no,no,no,unknown,11,jun,5,-1,0,unknown,no
60,55,207,retired,married,primary,no,no,no,cellular,4,jun,1,-1,0,unknown,no
38,-140,456,services,married,secondary,no,no,no,unknown,25,jun,3,-1,0,unknown,no
51,-379,261,technician,married,secondary,no,yes,no,cellular,5,aug,1,-1,0,unknown,no
42,-396,80,admin.,married,secondary,no,yes,no,cellular,11,may,1,308,4,failure,no
30,0,131,services,single,secondary,no,yes,no,cellular,18,may,6,363,9,failure,no
40,733,94,management,married,primary,no,yes,no,unknown,6,jun,7,-1,0,unknown,no
37,393,567,management,married,tertiary,no,yes,no,cellular,14,may,3,275,4,failure,yes
53,7290,153,technician,divorced,primary,no,yes,no,unknown,30,may,1,-1,0,unknown,no
27,468,109,services,single,secondary,no,yes,no,cellular,13,may,1,-1,0,unknown,no
39,0,53,blue-collar,married,secondary,no,yes,no,cellular,30,apr,1,325,1,failure,no
39,3705,77,blue-collar,married,primary,no,yes,no,unknown,16,jun,1,-1,0,unknown,no
59,9676,234,retired,married,tertiary,no,no,no,telephone,27,mar,2,-1,0,unknown,yes
37,1328,121,services,married,secondary,no,yes,no,telephone,13,may,2,341,4,failure,no
41,8,155,blue-collar,married,primary,no,yes,no,cellular,15,jul,2,-1,0,unknown,no
45,61,108,blue-collar,married,primary,no,no,no,cellular,17,apr,1,-1,0,unknown,no
48,6613,159,management,married,tertiary,no,no,no,unknown,17,jun,3,-1,0,unknown,no
48,302,208,technician,married,secondary,no,yes,no,unknown,26,may,3,-1,0,unknown,no
32,1005,215,blue-collar,married,secondary,no,no,no,cellular,12,may,1,-1,0,unknown,no
35,109,597,services,married,secondary,no,yes,no,unknown,6,may,3,-1,0,unknown,no
33,1240,505,management,single,tertiary,no,yes,no,cellular,4,feb,2,260,1,other,no
28,0,380,blue-collar,single,primary,no,yes,yes,unknown,3,jun,4,-1,0,unknown,no
64,2923,120,retired,married,unknown,no,no,no,cellular,12,mar,1,-1,0,unknown,no
35,0,106,technician,married,secondary,no,no,no,cellular,27,aug,4,-1,0,unknown,no
33,43,332,blue-collar,married,secondary,no,yes,no,cellular,14,may,2,358,2,failure,no
41,288,221,technician,married,secondary,no,yes,no,unknown,15,may,4,-1,0,unknown,no
34,613,80,admin.,married,secondary,no,yes,no,cellular,4,jun,1,-1,0,unknown,no
37,6101,60,technician,single,tertiary,no,no,no,cellular,4,may,5,87,1,success,no
38,168,212,blue-collar,married,primary,no,yes,yes,telephone,13,may,3,-1,0,unknown,no
39,7685,493,blue-collar,married,primary,no,yes,no,cellular,14,apr,3,-1,0,unknown,no
35,4515,98,technician,divorced,tertiary,no,yes,no,cellular,19,nov,2,-1,0,unknown,no
28,517,681,blue-collar,single,secondary,no,no,yes,cellular,8,jul,1,-1,0,unknown,yes
27,148,203,blue-collar,single,secondary,no,no,no,cellular,22,jul,1,-1,0,unknown,no
48,-285,157,retired,married,primary,yes,no,yes,cellular,19,nov,1,-1,0,unknown,no
50,887,287,blue-collar,married,secondary,no,no,no,unknown,16,jun,1,-1,0,unknown,no
45,3098,159,self-employed,married,secondary,no,yes,no,cellular,7,aug,2,-1,0,unknown,no
41,744,125,technician,married,tertiary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
39,130,202,technician,married,secondary,no,no,no,cellular,8,jul,2,-1,0,unknown,no
44,438,37,management,married,secondary,no,yes,no,telephone,8,may,3,303,1,failure,no
54,0,161,admin.,married,secondary,no,no,no,cellular,28,jan,1,98,2,failure,yes
49,322,72,management,married,tertiary,no,no,no,cellular,6,aug,4,-1,0,unknown,no
34,186,342,blue-collar,single,secondary,no,no,no,cellular,2,feb,1,-1,0,unknown,no
75,3810,262,retired,divorced,tertiary,no,yes,no,cellular,16,nov,1,183,1,failure,yes
42,0,325,management,married,tertiary,no,no,no,cellular,13,aug,2,-1,0,unknown,no
53,4380,223,blue-collar,married,secondary,no,no,no,telephone,19,aug,7,-1,0,unknown,no
49,755,1212,management,divorced,tertiary,no,no,no,cellular,31,jul,4,-1,0,unknown,yes
31,2070,319,services,single,secondary,no,no,no,cellular,29,aug,2,-1,0,unknown,no
45,999,182,blue-collar,single,primary,no,no,no,cellular,29,jan,2,-1,0,unknown,no
39,167,330,self-employed,married,secondary,no,yes,yes,cellular,17,jul,1,-1,0,unknown,no
46,1322,514,technician,married,secondary,no,yes,yes,cellular,19,nov,1,-1,0,unknown,no
42,1076,213,admin.,divorced,secondary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
37,502,551,management,married,tertiary,no,yes,no,cellular,7,may,1,351,1,failure,no
26,1216,472,technician,single,tertiary,no,yes,no,cellular,16,apr,2,-1,0,unknown,no
37,876,140,management,single,tertiary,no,yes,no,cellular,15,apr,4,327,2,failure,no
36,342,142,services,single,secondary,no,yes,no,unknown,7,may,1,-1,0,unknown,no
29,950,135,blue-collar,single,primary,no,yes,no,unknown,4,jun,3,-1,0,unknown,no
36,973,293,blue-collar,married,primary,no,yes,yes,unknown,23,may,1,-1,0,unknown,no
26,3825,107,technician,married,tertiary,no,yes,no,unknown,13,may,1,-1,0,unknown,no
32,2366,127,blue-collar,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
40,542,1816,management,married,tertiary,no,yes,no,cellular,20,nov,1,-1,0,unknown,no
53,995,200,management,married,primary,no,no,no,cellular,4,feb,3,-1,0,unknown,no
29,20,418,management,married,tertiary,no,yes,no,cellular,12,may,1,-1,0,unknown,no
34,228,387,technician,single,tertiary,no,yes,no,cellular,22,jul,4,-1,0,unknown,no
43,130,156,blue-collar,married,secondary,no,no,no,cellular,5,may,1,337,3,failure,no
56,217,121,management,married,tertiary,no,no,yes,cellular,21,jul,2,-1,0,unknown,no
55,0,108,entrepreneur,divorced,tertiary,no,no,no,unknown,6,jun,2,-1,0,unknown,no
31,259,47,self-employed,married,tertiary,no,yes,no,cellular,7,may,1,-1,0,unknown,no
27,619,16,admin.,single,secondary,no,yes,no,cellular,20,apr,5,322,4,other,no
36,644,54,management,married,secondary,no,yes,no,cellular,18,nov,2,-1,0,unknown,no
44,22,265,management,married,tertiary,no,yes,no,cellular,6,aug,2,-1,0,unknown,no
37,4303,168,admin.,divorced,tertiary,no,yes,no,unknown,23,may,1,-1,0,unknown,no
30,239,115,admin.,single,secondary,no,yes,no,cellular,7,may,3,-1,0,unknown,no
42,275,31,technician,single,secondary,no,no,no,cellular,26,aug,8,-1,0,unknown,no
30,1221,279,management,married,tertiary,no,yes,no,telephone,25,jul,4,-1,0,unknown,yes
62,816,28,retired,married,secondary,no,no,no,cellular,1,sep,2,-1,0,unknown,no
24,1222,369,blue-collar,married,secondary,no,yes,no,cellular,20,apr,1,-1,0,unknown,no
31,2363,247,technician,married,secondary,no,yes,no,unknown,13,may,1,-1,0,unknown,no
66,2262,155,retired,married,tertiary,no,no,no,cellular,22,apr,1,-1,0,unknown,no
47,2,89,admin.,married,secondary,no,no,no,cellular,10,jul,1,-1,0,unknown,no
39,2,180,entrepreneur,married,tertiary,no,yes,no,cellular,17,nov,1,-1,0,unknown,no
35,4508,854,technician,married,secondary,no,yes,no,cellular,18,nov,1,-1,0,unknown,yes
35,-402,46,admin.,divorced,secondary,no,yes,no,cellular,17,apr,1,-1,0,unknown,no
27,1577,266,technician,married,secondary,no,yes,yes,unknown,28,may,2,-1,0,unknown,no
32,34,321,blue-collar,married,secondary,no,yes,no,cellular,5,may,2,-1,0,unknown,no
44,795,99,management,married,tertiary,no,no,no,cellular,28,aug,24,-1,0,unknown,no
42,117,147,blue-collar,married,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
34,5462,430,self-employed,single,tertiary,no,no,no,cellular,30,apr,1,-1,0,unknown,yes
25,402,264,services,single,secondary,no,no,yes,cellular,7,jul,1,-1,0,unknown,no
40,641,156,technician,single,secondary,no,no,no,cellular,16,jul,6,-1,0,unknown,no
43,36,118,management,divorced,tertiary,no,no,no,cellular,26,may,1,102,2,failure,no
55,383,343,unemployed,married,tertiary,no,no,no,unknown,6,may,3,-1,0,unknown,no
50,283,226,blue-collar,married,secondary,no,yes,no,cellular,7,aug,3,-1,0,unknown,no
45,0,5,management,divorced,tertiary,no,no,no,unknown,1,jun,1,-1,0,unknown,no
35,3102,138,blue-collar,divorced,secondary,no,yes,no,cellular,20,nov,1,-1,0,unknown,no
32,889,185,blue-collar,married,secondary,no,yes,no,cellular,10,sep,1,99,5,success,yes
59,0,722,housemaid,married,secondary,no,no,no,telephone,3,feb,1,99,4,failure,no
34,-370,748,self-employed,married,secondary,no,yes,no,unknown,21,may,1,-1,0,unknown,no
39,-606,142,management,married,tertiary,no,yes,no,unknown,26,may,1,-1,0,unknown,no
40,10378,523,management,single,secondary,no,yes,no,cellular,17,nov,3,-1,0,unknown,no
36,1313,8,blue-collar,single,primary,no,yes,no,unknown,20,jun,10,-1,0,unknown,no
40,8969,153,management,married,tertiary,no,yes,no,cellular,17,nov,1,-1,0,unknown,no
55,-196,210,self-employed,married,secondary,no,yes,no,unknown,20,may,2,-1,0,unknown,no
38,15,121,entrepreneur,married,secondary,yes,yes,no,cellular,10,jul,1,-1,0,unknown,no
61,4608,212,admin.,married,secondary,no,no,no,cellular,12,mar,1,-1,0,unknown,yes
41,666,253,management,married,tertiary,no,yes,no,unknown,21,may,3,-1,0,unknown,no
57,452,139,blue-collar,married,primary,no,yes,no,unknown,13,may,4,-1,0,unknown,no
48,149,71,blue-collar,married,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
77,7802,421,retired,married,tertiary,no,no,no,telephone,4,may,1,92,2,success,yes
35,1453,199,services,married,secondary,no,yes,no,unknown,28,may,1,-1,0,unknown,no
54,1480,108,blue-collar,married,secondary,no,yes,no,unknown,14,may,1,-1,0,unknown,no
37,715,247,management,single,unknown,no,yes,no,unknown,20,may,2,-1,0,unknown,no
56,237,236,management,single,secondary,no,yes,no,telephone,9,jul,4,-1,0,unknown,no
40,694,97,technician,married,secondary,no,yes,no,cellular,4,feb,4,196,5,failure,no
40,0,109,management,married,tertiary,no,no,no,cellular,14,jul,8,-1,0,unknown,no
54,55,112,management,married,tertiary,no,yes,no,cellular,2,jun,2,-1,0,unknown,no
55,136,15,housemaid,married,primary,no,yes,no,unknown,19,jun,10,-1,0,unknown,no
55,-404,502,services,divorced,secondary,yes,yes,no,cellular,22,jul,3,-1,0,unknown,no
52,779,30,blue-collar,married,primary,no,yes,no,unknown,16,may,3,-1,0,unknown,no
55,1187,193,blue-collar,single,primary,no,yes,no,unknown,2,jun,2,-1,0,unknown,no
33,641,347,management,married,tertiary,no,yes,no,cellular,13,aug,2,-1,0,unknown,no
52,826,468,blue-collar,married,unknown,no,yes,no,unknown,15,may,2,-1,0,unknown,no
33,991,148,services,divorced,secondary,no,yes,no,unknown,27,may,1,-1,0,unknown,no
53,1796,295,admin.,married,secondary,no,no,no,telephone,16,mar,1,91,2,success,yes
46,22,388,admin.,married,secondary,no,no,no,cellular,26,aug,6,-1,0,unknown,yes
44,244,1735,technician,single,secondary,no,yes,no,cellular,12,aug,4,-1,0,unknown,yes
48,1328,339,management,divorced,tertiary,no,yes,no,unknown,6,may,1,-1,0,unknown,no
50,7317,172,housemaid,married,secondary,no,yes,no,cellular,13,may,1,370,1,failure,no
34,4943,117,technician,single,secondary,no,yes,yes,cellular,19,nov,2,-1,0,unknown,no
38,258,587,technician,single,secondary,no,no,yes,unknown,20,jun,2,-1,0,unknown,no
42,515,501,management,single,tertiary,no,yes,no,cellular,19,nov,2,-1,0,unknown,no
32,12607,203,management,single,tertiary,no,no,no,cellular,14,aug,5,84,1,failure,no
58,2,282,admin.,married,secondary,no,yes,yes,telephone,25,jul,9,-1,0,unknown,no
31,13,110,management,married,tertiary,no,no,no,cellular,28,aug,5,-1,0,unknown,no
19,103,104,student,single,primary,no,no,no,cellular,10,jul,2,-1,0,unknown,yes
41,3872,231,management,married,tertiary,no,no,no,cellular,15,oct,1,-1,0,unknown,no
31,296,378,unemployed,married,secondary,no,yes,no,unknown,20,may,3,-1,0,unknown,no
52,217,193,self-employed,single,primary,no,no,yes,cellular,15,jul,6,-1,0,unknown,no
42,360,110,self-employed,divorced,tertiary,no,yes,no,unknown,24,jun,5,-1,0,unknown,no
41,428,92,blue-collar,single,secondary,no,yes,no,cellular,12,may,1,-1,0,unknown,no
30,315,1407,blue-collar,single,secondary,no,no,no,cellular,23,jun,1,-1,0,unknown,yes
38,121,168,blue-collar,married,secondary,no,yes,yes,cellular,6,feb,1,212,2,failure,no
32,820,738,management,married,tertiary,no,yes,no,cellular,17,jul,3,-1,0,unknown,no
52,195,220,technician,married,secondary,no,yes,no,cellular,18,feb,1,63,5,failure,yes
48,108,89,management,divorced,tertiary,no,yes,no,unknown,27,may,2,-1,0,unknown,no
36,-381,30,management,married,tertiary,no,yes,no,cellular,31,jul,29,-1,0,unknown,no
45,757,103,unemployed,divorced,primary,no,no,no,cellular,20,apr,1,325,4,failure,no
34,691,70,technician,married,tertiary,no,yes,yes,unknown,2,jun,1,-1,0,unknown,no
36,1925,904,blue-collar,married,primary,no,yes,no,cellular,20,apr,2,-1,0,unknown,yes
34,902,159,management,married,tertiary,no,yes,no,cellular,14,may,1,367,2,other,no
61,5207,336,retired,married,secondary,no,no,no,cellular,11,sep,1,81,2,other,no
54,0,220,services,married,secondary,no,no,no,unknown,19,jun,1,-1,0,unknown,no
50,665,238,entrepreneur,married,secondary,no,no,no,telephone,17,nov,1,-1,0,unknown,no
43,738,585,admin.,divorced,secondary,no,yes,no,cellular,21,nov,4,191,4,failure,no
47,233,293,blue-collar,married,primary,no,no,no,cellular,8,aug,3,-1,0,unknown,no
45,-839,68,services,married,secondary,no,yes,no,unknown,28,may,1,-1,0,unknown,no
57,5799,97,retired,married,primary,no,no,no,unknown,17,jun,1,-1,0,unknown,no
27,1033,1713,admin.,married,secondary,no,yes,no,unknown,9,may,1,-1,0,unknown,no
49,66,218,unemployed,divorced,secondary,no,no,no,cellular,9,jul,3,-1,0,unknown,no
43,2567,109,services,married,primary,no,yes,no,cellular,14,may,1,360,2,failure,no
40,1584,661,management,married,tertiary,no,yes,no,telephone,21,nov,1,-1,0,unknown,no
32,182,145,services,single,secondary,no,yes,no,cellular,6,may,1,-1,0,unknown,no
58,76,54,management,married,primary,no,yes,no,telephone,18,may,4,-1,0,unknown,no
34,663,111,admin.,single,secondary,no,yes,no,cellular,20,apr,1,-1,0,unknown,no
46,3455,566,technician,divorced,secondary,no,yes,no,unknown,14,may,2,-1,0,unknown,no
29,15,136,blue-collar,married,secondary,no,no,no,cellular,3,jun,1,-1,0,unknown,no
52,1054,273,blue-collar,married,primary,no,no,no,cellular,4,aug,1,-1,0,unknown,no
45,1529,160,management,married,tertiary,no,no,no,cellular,30,jun,1,-1,0,unknown,no
26,63,76,management,single,secondary,no,no,no,cellular,28,jul,4,-1,0,unknown,no
40,0,44,technician,married,tertiary,no,no,no,cellular,19,aug,1,-1,0,unknown,no
41,920,239,admin.,married,secondary,no,yes,yes,unknown,27,may,1,-1,0,unknown,no
47,3696,250,admin.,single,secondary,no,no,no,cellular,12,jul,2,181,4,success,yes
27,59,792,technician,single,unknown,no,no,no,cellular,15,jul,4,-1,0,unknown,no
27,0,198,services,married,secondary,no,yes,no,cellular,23,jul,13,-1,0,unknown,no
48,157,73,blue-collar,married,secondary,no,yes,no,unknown,6,may,1,-1,0,unknown,no
49,2465,157,admin.,married,secondary,no,no,no,cellular,20,aug,3,-1,0,unknown,no
35,0,90,blue-collar,married,primary,no,yes,no,cellular,24,jul,6,-1,0,unknown,no
47,2,236,self-employed,married,secondary,yes,no,no,cellular,5,feb,2,-1,0,unknown,no
